# June 27th Update

# =============================================================================
# Codex
# =============================================================================

codex_viewchangelog							Kompletní seznam změn
buildtoolbar_deployment_GangSegregation Pro zajištění určité úrovně kontroly nad rozdělením gangů lze gangy přiřadit k různým obytným prostorům, což jim umožní držet se od sebe dál, aby nedocházelo ke zbytečnému podněcování.

# ==============================================================
# Crooked Guards
# ==============================================================

research_StaffVetting                      Prověřování zaměstnanců
researchtooltip_StaffVetting               Snižuje pravděpodobnost zkorumpování nových strážců. Odemkne funkci Vyšetřování stráží, která vám umožní odhalit zkorumpované stráže pomocí informátorů.

buildtoolbar_GuardInvestigation            Vyšetřování stráží
buildtoolbar_tooltip_GuardInvestigation    Spolupracujte s informátory a šéfem bezpečnosti na vyšetřování stráží a odhalování korupce. Čím větší pokrytí budou mít vaši aktivní informátoři, tím více křivých stráží odhalíte. Šéf nesmí pořádat program ani se účastnit popravy.
buildtoolbar_CI_requirement                Alespoň jeden informátor.

guardinvestigation_underway                PROBÍHÁ VYŠETŘOVÁNÍ STRÁŽNÝCH
guardinvestigation_investigated            Vyšetřeno *A/*B stráží

informant_investigating                    Vyšetřuje
crookedguard_fired_reward                  Nepoctivý strážce vyhozen
crookedguard_advisor_onboarding            Objevili jsme nepoctivého strážce spolupracujícího s gangem. Označil jsem je na kartě Personál ve vašich hlášeních. Ujistěte se, že je vyhodíte.

buildtoolbar_popup_staff_doghandler        Psovodi a jejich psí společníci mohou odhalit kontraband u vězňů, kteří procházejí v jejich těsné blízkosti.
buildtoolbar_popup_staff_kimber_doghandler Psovodi a jejich psí společníci mohou odhalit kontraband na vězních a pokřivených strážných procházejících v těsné blízkosti.
# ==============================================================
# Prisoner Intake
# ==============================================================
d11_prisoner_replacement			Výměna vězňů
d11_prisoner_replacement_tooltip	Hodnota počtu vězňů bude doplněna na požadovaný počet, přičemž poměr bezpečnostních stupňů zůstane pokud možno stejný. Případný přebytek vězňů bude vyžádán podle standardního systému

# ==============================================================
# Interface
# ==============================================================

interface_action_CleanGraffiti                     Vyčištění
job_cleanupobject                                  Vyčištění *X
interfacetopbar_tension_angrygangmembersgraffiti   + *X ČLENŮ GANGU JE NAŠTVÁNO (Graffiti vyčištěno)
interfacetopbar_tension_angrygangmembersleadercell + *X ČLENŮ GANGU JE NAŠTVÁNO (Vůdce převeden do cely nižší kvality)
research_CCTVImprovement                           Zlepšení CCTV kamer
researchtooltip_CCTVImprovement                    Zlepšení využití zařízení CCTV. Umožňuje zobrazit zorné kužely CCTV kamery a označit v jejich zorném poli špatně se chovající vězně.

d11_cctv_cone                                      Kužel vidění CCTV kamery
d11_toggle_cctv_cone_detail                        Přepínání zorných kuželů CCTV kamery
d11_left_click_to_clean                            Levé kliknutí pro čištění

# ==============================================================
# Advisor messages
# ==============================================================

d11_gang_graffiti_message                   Gangy si označují své území, takže jsou při jeho obraně zuřivější. Pošlete údržbáře, až to bude bezpečné, aby se s nepořádkem vypořádal. Gangy nebudou nadšené z toho, že jejich "umění" bylo odstraněno - mohou se mstít.
d11_gangBulkIntake_advisor_onboarding       Vězeňská komise převádí problematické vězně do jiných věznic s kompetentnějším vedením, věřím, že tyto nové přírůstky hravě zvládnete. Kontroly vězňů se nyní provádějí každý týden.
d11_gangBulkIntake_staffAlert               Přijíždí autobus pro příjem členů gangů.
d11_gangdealer_advisor_onboarding           Identifikovali jsme dealera na území gangu. Byla u něj zabavena velká částka peněz.

D11_CI_advisor_onboarding                   Spolupracujte se svými důvěrnými informátory a odhalte všechny zkorumpované stráže. Budou vysláni do kanceláře náčelníka, aby se podělili o informace, které mají. Ujistěte se, že jste informátory naverbovali, pro více informací se podívejte na ikonu (?) v nabídce rozvědky.

d11_LeaderAssassination_advisor_onboarding  Gangy začínají být příliš agresivní a plánují zavraždit vůdce druhého gangu. Pokud se jim to podaří, ovlivní to jejich aktuální území.
d11_GangTargetting_advisor_onboarding       Členové gangu se sdružují, protože mají podobné zájmy, někdy se jim také nelíbí konkrétní trestné činy, a pokusí se na tyto osoby zaměřit.	

# ==============================================================
# Staff Alerts
# ==============================================================

d11_staffalert_title_making_move          Gang se stěhuje.
d11_staffalert_summary_making_move        Máme informaci, že gang provádí přesun.
d11_staffalert_summary_gangdealer         Byl objeven dealer, kterému bylo uděleno 500 dolarů.

d11_staffalert_summary_TerritoryPlacement Tuto místnost si vyžádal gang a je pro naše pracovníky příliš nebezpečná. Vyžeňte je z místnosti.	
# ==============================================================
# Gang Shakedown
# ==============================================================
crisisSector_CustomSearchArea        Vlastní oblast vyhledávání
crisisSector_ScheduleSearch          Vlastní plán vyhledávání

schedulesearch_menu_TargettedArea    Cílová oblast
schedulesearch_menu_StartTime        Čas spuštění
schedulesearch_menu_Frequency        Frekvence
schedulesearch_menu_ExistingSchedule Existující plán
schedulesearch_menu_CurrentTime      Aktuální čas
schedulesearch_menu_CurrentFrequency Aktuální frekvence


crisisSector_UnlockedOnly            Pouze odemčené
schedulesearch_menu_SaveSelection    Uložit výběr

# ==============================================================
# Reputations & traits
# ==============================================================
reputation_Recruiter                    Náborář
reputationtooltip_Recruiter             Tento vězeň, pokud je součástí gangu, bude s větší pravděpodobností získávat další vězně do svého gangu.
reputation_Resourceful                  Vynalézavý
reputationtooltip_Resourceful           Tento vězeň bude s větší pravděpodobností trávit čas čtením knih, bude také vědět, kde se bude nacházet kontraband, a mohl by ho zachytit pro svůj gang.
reputation_ExGangMember                 Bývalý člen gangu
reputationtooltip_ExGangMember          Tento vězeň se rozhodl, že život v gangu není pro něj, ale gang z toho nemá radost.
reputation_CunninglyBrutal              Mazaně brutální
reputationtooltip_CunninglyBrutal       Zmije se pokusí zaútočit na cíle v mrtvých bodech zabezpečení.
reputation_SneakThief                   Zloděj
reputationtooltip_SneakThief            Všichni Šakalové mají schopnost kapsářství bez ohledu na reputaci.
reputation_BattleTendency               Tendence k bitvám
reputationtooltip_BattleTendency        Pokud Šakalové v některém křídle věznice převyšují počet strážných, budou vůči personálu tohoto křídla násilnější.
reputation_DisrepectSurroundings        Vandal
reputationtooltip_DisrepectSurroundings Lamači Kostí budou poškozovat předměty, když nebudou uspokojeny některé jejich potřeby.
reputation_UnderCoverDon                Tajný Don
reputationtooltip_UnderCoverDon         Vůdce Zmijí bude skrytý jako voják gangu a odhalí se až při trestu.
reputation_Enforcer                     Vymahač
reputationtooltip_Enforcer              Tento vězeň bude zastrašovat ostatní vězně, pokud nepatří ke stejnému gangu. Jsou také velmi dobří při přebírání území pro gangy.
reputation_GymRat                       Krysa z posilovny
reputationtooltip_GymRat                Lamači kostí budou trávit období volného času v tělocvičně nebo na dvoře.
reputation_Loyal                        Loajální
reputationtooltip_Loyal                 Tento vězeň bude s větší pravděpodobností zůstávat v Gangu a bude se rozčilovat, pokud bude jeho vůdce Gangu potrestán.


traits_violent                          Násilný
traits_lethal                           Smrtící

# =============================================================================
# Expense popups
# =============================================================================
finance_cost_gangdealer					Odhalený dealer gangu

# ==============================================================
# Free Update - Kimber
# ==============================================================

 object_PrisonerLetter               Vězeňský dopis
 object_LoveLetter                   Milostný dopis
 object_LoveLetterOpened             Milostný dopis (otevřený)
 interface_prisonerWritingLetter     Píše svým milovaným
 interface_prisonerWritingLoveLetter Psaní někomu VELMI výjimečnému

warden_wardengsjlocks_name       Captain J. Locks
warden_wardengsjlocks_desc       Zaměstnanci pod Locksovým velením jsou schopni překonávat své hranice a z vězňů se stávají vzorní vězni. \n\n- +30 % výdrže personálu (vyžaduje o 10 % více odpočinku). \n- -10 % k šanci vězně na recidivu.
warden_wardengsjlocks_desc_short - Zaměstnanci mají větší výdrž. \n- Vězni mají o 10 % menší pravděpodobnost recidivy.
