# June 27th Update

# =============================================================================
# Codex
# =============================================================================

codex_viewchangelog							Kompletní seznam změn
d11_staffalert_hint_AdvancedFarming02    Místnosti související s pěstováním, využíváním nebo skladováním potravin mohou být vzájemně propojeny, což umožňuje mikromanagement nad distribucí ingrediencí.
d11_staffalert_hint_AdvancedFarming03    Kompostárna zdarma přemění potraviny a rostlinný odpad spolu s dalšími látkami na kompostové hnojivo.
d11_staffalert_hint_GreenEnergy01        Pokud je surová zelená energie přímo napojena na jakýkoli spotřebič, způsobí výpadek proudu.
d11_staffalert_hint_GreenEnergy02        Baterie uloží veškerou nevyužitou energii pro nouzové použití nebo pro Export energie.
d11_staffalert_hint_GreenEnergy03        Baterie lze nabíjet z jakéhokoli zdroje energie připojeného k transformátoru, dokonce i z elektráren.

d11_staffalert_tooltip_BasicFarming01    Otevřít místnost [[*X]]
d11_staffalert_tooltip_BasicFarming02    Otevřít pronájem zaměstnanců [[*X]]
d11_staffalert_tooltip_BasicFarming03    Otevřít objekty [[*X]]
d11_staffalert_tooltip_AdvancedFarming01 Otevřít politiky [[*X]]
d11_staffalert_tooltip_AdvancedFarming02 Otevřít logistiku [[*X]]
d11_staffalert_tooltip_AdvancedFarming03 Otevřít objekty [[*X]]
d11_staffalert_tooltip_GreenEnergy01     Otevřít Komunální služby/elektřina [[*X]]
d11_staffalert_tooltip_GreenEnergy02     Otevřít Komunální služby/elektřina [[*X]]
d11_staffalert_tooltip_GreenEnergy03     Otevřít elektroinstalace [[*X]]

# =============================================================================
# Targets
# =============================================================================

objective_target_SolarPanels                   Cíl 1 v oblasti zelené energie
objective_target_SolarPanels_description       Odemkněte položku Větrná turbína.
objective_target_SolarPanels_task              Zakoupit [3] solární panely.
objective_target_SolarPanels_reward            Cíl Zelená energie 1 splněn.
objective_target_SolarPanels_reward_text       Odemknuta větrná turbína

objective_target_WindTurbine                   Cíl 2 v oblasti zelené energie
objective_target_WindTurbine_description       Odemkněte položku Hybridní solární/větrná turbína.
objective_target_WindTurbine_task              Zakoupit [3] větrné turbíny.
objective_target_WindTurbine_reward            Cíl 2 v oblasti zelené energie splněn.
objective_target_WindTurbine_reward_text       Solární/větrný hybrid odemčen.

objective_target_ExportPower1                  Cíl 3 v oblasti zelené energie
objective_target_ExportPower1_description      Zvýšení limitu pro export energie na 1000 jednotek.
objective_target_ExportPower1_task             Export 1000 jednotek energie.
objective_target_ExportPower1_reward           Cíl 3 v oblasti zelené energie Splněno.
objective_target_ExportPower1_reward_text      Zvýšení limitu vývozu energie na 1000 jednotek.

objective_target_ExportPower2                  Cíl 4 v oblasti zelené energie
objective_target_ExportPower2_description      Zvýšení limitu vývozu energie na 2500 jednotek.
objective_target_ExportPower2_task             Vývoz 2500 jednotek energie.
objective_target_ExportPower2_reward           Cíl 4 v oblasti zelené energie Splněno.
objective_target_ExportPower2_reward_text      Zvýšení limitu vývozu energie na 2500 jednotek.

objective_target_ExportPower3                  Cíl 5 v oblasti zelené energie
objective_target_ExportPower3_description      Zvýšení limitu vývozu elektrické energie na 5000 jednotek.
objective_target_ExportPower3_task             Vývoz 5000 jednotek energie.
objective_target_ExportPower3_reward           Cíl 5 v oblasti zelené energie Splněno.
objective_target_ExportPower3_reward_text      Zvýšení limitu vývozu energie na 5000 jednotek.

objective_target_PassReform                    Cíl 6 v oblasti zelené energie
objective_target_PassReform_description        Procentní bonus k reformním sazbám za dokončení programu bude zvýšen (v současné době činí 25 %).
objective_target_PassReform_task               Mít [25] vězňů, kteří úspěšně absolvují program rozvoje solárních panelů.
objective_target_PassReform_reward             Cíl 6 Zelená energie splněn.
objective_target_PassReform_reward_text        Zvýšení percentilového bonusu k míře nápravy za absolvování programu Vývoj solárních panelů.

objective_target_GreenEnergySource             Cíl 7 v oblasti zelené energie
objective_target_GreenEnergySource_description Negativní účinky počasí se snižují na polovinu a pozitivní účinky se zdvojnásobují.
objective_target_GreenEnergySource_task        Nákup [10] solárních panelů.
objective_target_GreenEnergySource_task_1      Nákup [10] větrných turbín.
objective_target_GreenEnergySource_task_2      Nákup [10] solárních/větrných hybridů.
objective_target_GreenEnergySource_reward      Cíl 7 v oblasti zelené energie Splněno.
objective_target_GreenEnergySource_reward_text Negativní účinky počasí se sníží na polovinu a pozitivní účinky se zdvojnásobí.

objective_target_PowerStation              Cíl 8 v oblasti zelené energie
objective_target_PowerStation_description  Do věznice je bezplatně dodán 1 zdroj zelené energie každého typu.
objective_target_PowerStation_task         Hráč nesmí použít elektrárnu po dobu [10] dní ve hře (za přítomnosti vězňů).
objective_target_PowerStation_reward       Cíl 8 v oblasti zelené energie splněn.
objective_target_PowerStation_reward_text  Do vězení bude zdarma dodán 1 zdroj zelené energie každého typu.

objective_target_ChargeBattery             Cíl 9 v oblasti zelené energie
objective_target_ChargeBattery_description Výkon všech zelených zdrojů energie bude zvýšen o faktor [2].
objective_target_ChargeBattery_task        Plně nabít [100] baterií.
objective_target_ChargeBattery_reward      Cíl 9 v oblasti zelené energie splněn.
objective_target_ChargeBattery_reward_text Výkon všech zelených zdrojů energie byl zvýšen o faktor [2].

interface_title_targets                    Cíle zelené energie

report_target_rewards                      [Odměny]
report_target_progress                     [Pokrok]

grant_category_WeatherSystem               Počasí:
grant_property_Active                      Zapnuto

GrantHeaderButton_0                        Granty
GrantHeaderButton_0_description            Přijímá a plní granty související s vězením a získává za to peněžní odměny.
GrantHeaderButton_1                        Cíle zelené energie
GrantHeaderButton_1_description            Splňte konkrétní cíle týkající se zelené energie a získejte různé odměny.

# =============================================================================
# New Objectives 
# =============================================================================

objective_HelpBasicFarming                     Základní zemědělství
objective_HelpBasicFarming_child_1             Zemědělské místnosti
objective_HelpBasicFarming_child_1_Description S farmařením jsou spojeny 4 nové místnosti: Zeleninový příděl, Zemědělské pole, Ovocný sad a Spižírna. \n\nPrvní tři místnosti jsou potřebné pro pěstování zeleniny, obilovin a ovocných stromů, zatímco místnost Spižírna je chladírna pro sklizené plodiny. \n\nKaždá ze 3 hlavních zemědělských místností musí být umístěna venku a bude vyžadovat objekt kůlny, která slouží jako zdroj vody pro ruční zalévání plodin a jako skladiště semen a podobných předmětů.
objective_HelpBasicFarming_child_2             Výsadba plodin
objective_HelpBasicFarming_child_2_Description Aby bylo možné pěstovat plodiny, je třeba nejprve vytvořit zemědělské místnosti a najmout farmáře, kteří budou spravovat práce související s těmito plodinami. \n\nPlodiny lze pěstovat pouze v konkrétních místnostech a mohou růst pouze na následujících typech podlah: Pěstovat lze pouze na půdách typu "hlína", "bláto", "tráva", "travnatý kout" nebo "květinové pole". \n\nPo prvním cyklu růstu a sklizně lze nahrazení těchto plodin automatizovat pomocí zásady "Průběžná výsadba" \n\nPokud chcete tyto plodiny nahradit jiným typem, ujistěte se, že je tato zásada vypnutá.
objective_HelpBasicFarming_child_3             Vlastnosti plodin
objective_HelpBasicFarming_child_3_Description Každý ze 3 hlavních typů plodin má jiné vlastnosti, obiloviny i zelenina mají pouze jeden výnos a musí být po každé sklizni znovu zasazeny, ale ovocné stromy dávají plody nepřetržitě \n\nVšechny 3 typy plodin lze prodat jako export, ale pouze ovoce a zeleninu lze použít k jídlu.
objective_HelpBasicFarming_child_4             Výhody plodin
objective_HelpBasicFarming_child_4_Description Hlavní výhodou používání vězeňských surovin místo standardních surovin, které se obvykle dodávají, jsou účinky, které mají při konzumaci. \n\nVězni, kteří snědí čerstvé přísady, získají vyšší účinek na svou potřebu hladu, zatímco ostatní potřeby také získají menší zvýšení \n\nVězni, kteří snědí celý kurz čerstvých přísad, mají také šanci získat nový status "Zdravý", který má podobný účinek jako vězni, kteří absolvují sezení s alkoholem a drogami.
objective_HelpBasicFarming_child_5             Skladování surovin
objective_HelpBasicFarming_child_5_Description Na rozdíl od standardních ingrediencí nemají plodiny vypěstované ve vězení konzervační látky, které by zabránily jejich zkažení. \Po sklizni je proto třeba plodiny přemístit buď do chlazeného předmětu, nebo do místnosti se spíží, která je vždy chlazená \n\nJinak v průběhu 3 dnů propadnou a sníží se jak jejich účinky při konzumaci, tak jejich vývozní cena. 

objective_HelpAdvancedFarming                     Pokročilé zemědělství
objective_HelpAdvancedFarming_child_1             Zemědělský výzkum
objective_HelpAdvancedFarming_child_1_Description Ne všechny předměty související s farmařením jsou k dispozici od začátku nové hry. \nNa začátku je třeba dokončit výzkumný úkol "Zemědělství", abyste získali přístup ke všem:\n\n-Více plodin\n-Možnost logistiky distribuce plodin\n-Kompostové hnojivo, vysoce kvalitní hnojivo a kompostovací zásobník \n-Pracovní síla \n-Automatické zavlažování, sklizeň a sběr předmětů
objective_HelpAdvancedFarming_child_2             Distribuce plodin
objective_HelpAdvancedFarming_child_2_Description Tato nová logistická možnost umožňuje hráčům vybrat, kam se plodiny po sklizni přesunou, a poměr tohoto rozdělení. \n\nHráči mohou také zvolit spojení mezi spižírnami a kuchyněmi, ačkoli bez použití této akce se spojení vytvoří automaticky na základě vzdálenosti.

objective_HelpAdvancedFarming_child_3             Hnojivo
objective_HelpAdvancedFarming_child_3_Description Existují dvě položky hnojiva, Kompostové hnojivo a Vysoce kvalitní hnojivo, které lze použít ke zlepšení rychlosti růstu plodin a také šance na produkci semen při sklizni. \n\nVysoce kvalitní hnojivo má vyšší účinky než kompostová verze, ale je dražší, zatímco kompostová alternativa je levnější a můžete si ji vyrobit sami pomocí položky Kompostovací koš; prostřednictvím rostlinných a potravinových odpadů.

objective_HelpAdvancedFarming_child_4             Automatizované zemědělství
objective_HelpAdvancedFarming_child_4_Description Existují 3 zemědělské práce, které lze automatizovat pomocí předmětů, a to zalévání plodin, sklizeň plodin a sběr těchto sklizených plodin.


objective_HelpGreenEnergy                            Zelená energie

objective_HelpGreenEnergy_child_1                    Typy zelené energie
objective_HelpGreenEnergy_child_1_description        Existují tři nové zelené zdroje energie, kterými lze nahradit elektrárnu. \n\nVětrné turbíny \nSolární panely \nSolární větrné turbíny \nZpočátku budou k dispozici pouze solární panely. \n\nKaždý zelený zdroj energie má mírně odlišné vlastnosti včetně výkonu, ale na rozdíl od elektráren je lze vzájemně propojit do velkého pole; transformátory však mají omezený příkon.

objective_HelpGreenEnergy_child_2                    Účinky počasí
objective_HelpGreenEnergy_child_2_description        Každý zdroj energie může být negativně nebo pozitivně ovlivněn typem počasí. \n\nTyto efekty budou indikovány grafickým znázorněním +/- a také nápovědou při přejetí kurzorem nad těmito zdroji energie. \n\nNapříklad solární panel je pozitivně ovlivněn typem počasí Jasno a Vlna veder, ale negativně zataženo, déšť, přívalový déšť a mráz.

objective_HelpGreenEnergy_child_3                    Transformátory a baterie
objective_HelpGreenEnergy_child_3_description        Vzhledem k vlastnostem surové zelené energie musí být každý nový zdroj energie připojen pomocí elektrických kabelů k transformátoru, aby bylo možné jeho energii využít pro elektrické spotřebiče. \n\nTransformátor sám o sobě nejenže transformuje surovou zelenou energii na použitelnou formu energie, ale může také nabíjet všechny přilehlé položky baterií. \n\nEnergii uloženou v bateriových položkách lze použít jako nouzovou energii i jako nový export prostřednictvím měřiče exportu energie.

objective_HelpGreenEnergy_child_4                    Export energie
objective_HelpGreenEnergy_child_4_description        Měřič exportu energie může být připojen k transformátoru pomocí kabeláže, pokud má tento transformátor připojené baterie, pak veškerá energie uložená uvnitř může být každý den prodána jako omezený export. \n\nTento limit exportu lze zvýšit splněním určitých cílů zelené energie.

objective_HelpGreenEnergy_child_5                    Cíle zelené energie
objective_HelpGreenEnergy_child_5_description        V nabídce Grant lze nalézt řadu cílů pro zelenou energii, jejichž splněním získáte odměny, včetně: \n\n- Zvýšení denního limitu exportu energie \n- Odemknutí dalších zdrojů energie \n- Zvýšení výkonu všech zakoupených zdrojů zelené energie.
